Actual Class,Predicted Class,Cleaned_Text,Raw_Text
Sci/Tech,Business,lockheed profit jump on it jet demand new york reuters no 1 u.s defense contractor lockheed\martin corp reported a 41 percent rise in quarterly\profit on tuesday beating wall street forecast a demand\soared for it combat aircraft and information technology\services,"Lockheed Profit Jumps on IT, Jet Demand &lt;p&gt;\&lt;/p&gt;&lt;p&gt; NEW YORK (Reuters) - No. 1 U.S. defense contractor Lockheed\Martin Corp. &lt;LMT.N&gt; reported a 41 percent rise in quarterly\profit on Tuesday, beating Wall Street forecasts, as demand\soared for its combat aircraft and information technology\services.&lt;/p&gt;"
World,Business,malaysia expects to resume poultry export to singapore soon by channel newsasia 39 s malaysia correspondent melissa goh kuala lumpur malaysia expects to resume export of poultry and egg from two state to singapore by the end of this month but only after meeting condition set by the island,Malaysia expects to resume poultry exports to Singapore soon By Channel NewsAsia #39;s Malaysia Correspondent Melissa Goh. KUALA LUMPUR : Malaysia expects to resume export of poultry and eggs from two states to Singapore by the end of this month but only after meeting conditions set by the island.
Business,Sci/Tech,employee from 10 hotel locked out the san francisco multi-employer group announced this morning that it ha locked out unite here local 2 employee from 10 hotel and staffed the vacated position with replacement worker,Employees from 10 hotels locked out The San Francisco Multi-Employer Group announced this morning that it has locked out UNITE HERE Local 2 employees from 10 hotels and staffed the vacated positions with replacement workers.
Sports,Business,city series-ly wounded with the yank out of the world series the city 39 s economy loses out on at least 40 million according to study by the controller 39 s office and other city agency,"City Series-ly wounded With the Yanks out of the World Series, the city #39;s economy loses out on at least \$40 million, according to studies by the controller #39;s office and other city agencies."
Sci/Tech,World,strong hurricane roar over bahamas toward florida reuters reuters hurricane france battered the\southeastern bahamas island with 140 mph wind on wednesday as\it roared toward the united state and put million of people\on alert along florida s heavily populated east coast,Strong Hurricane Roars Over Bahamas Toward Florida (Reuters) Reuters - Hurricane Frances battered the\southeastern Bahamas islands with 140 mph winds on Wednesday as\it roared toward the United States and put millions of people\on alert along Florida's heavily populated east coast.
Business,Sci/Tech,crunch time for biotech company washington area biotech company will face pivotal moment this year finding out whether key product work before money dry up fending off competition from bigger company and perhaps filing to go public,"Crunch Time for Biotech Companies Washington area biotech companies will face pivotal moments this year, finding out whether key products work before money dries up, fending off competition from bigger companies,  and, perhaps filing to go public."
Sci/Tech,Business,florida start to recover in the wake of hurricane france president bush will travel to florida wednesday to survey damage from hurricane france he sent a letter to congress asking for 2 billion to help with recovery effort,Florida Starts To Recover in the Wake of Hurricane Frances President Bush will travel to Florida Wednesday to survey damage from Hurricane Frances. He sent a letter to Congress asking for \$2 billion to help with recovery efforts.
Sci/Tech,Business,this week in merger news this week saw three merger deal worth about 60 billion including one that rank a the largest software merger in history,This week in merger news This week saw three merger deals worth about \$60 billion--including one that ranks as the largest software merger in history.
Sci/Tech,Business,conversion rate between ppc paid and organic free result conversion rate between ppc paid and organic free results\\in a thread over at cre8asite forum named organic v paid traffic roi there is a discussion going on about the different conversion rate and roi seen between the pay per click traffic paid traffic and organic traffic free traffic i have,"Conversion Rates Between PPC (Paid) and Organic (Free) Results Conversion Rates Between PPC (Paid) and Organic (Free) Results\\In a thread over at Cre8asite Forums named Organic vs Paid traffic ROI?, there is a discussion going on about the different conversion rates and ROI seen between the pay per click traffic (paid traffic) and organic traffic (free traffic). I have ..."
Business,Sci/Tech,ca partner move on a kumar face charge concern over the fate of former computer associate international chairman and ceo sanjay kumar accompanied the collective sigh of relief felt by ca partner last week when federal prosecutor settled a two-year-old accounting fraud investigation with the,"CA, Partners Move On As Kumar Faces Charges Concern over the fate of former Computer Associates International chairman and CEO Sanjay Kumar accompanied the collective sigh of relief felt by CA partners last week when federal prosecutors settled a two-year-old accounting fraud investigation with the "
Sci/Tech,Business,sony look under the christmas tree american will go gadget shopping this holiday season even if oil price go up sony exec say,"Sony looks under the Christmas tree Americans will go gadget shopping this holiday season even if oil prices go up, Sony execs say."
Sci/Tech,Business,china s lenovo in talk with major it firm for acquisition afp afp china s largest manufacturer of personal computer lenovo group said it is in negotiation with a major information technology company believed to be us-based ibm,"China's Lenovo in talks with 'major IT firm' for acquisition (AFP) AFP - China's largest manufacturer of personal computers Lenovo Group said it is in negotiations with a major information technology company, believed to be US-based IBM."
Sci/Tech,Business,nextel sprint talk merger nextel communication inc and sprint corp are negotiating a possible merger according to a source familiar with the discussion,"Nextel, Sprint Talk Merger Nextel Communications Inc. and Sprint Corp. are negotiating a possible merger, according to a source familiar with the discussions."
Sci/Tech,Business,ballmer strike big rival from microsoft shopping list lisbon customer watching for microsoft corp to make a headline-grabbing buy in the business application market faced disappointment tuesday a company chief executive officer steven ballmer ruled out acquisition of peoplesoft inc oracle corp and sap ag,"Ballmer strikes big rivals from Microsoft shopping list LISBON - Customers watching for Microsoft Corp. to make a headline-grabbing buy in the business applications market faced disappointment Tuesday as company Chief Executive Officer Steven Ballmer ruled out acquisitions of PeopleSoft Inc., Oracle Corp. and SAP AG."
Sci/Tech,Business,sony look under the christmas tree american will go gadget shopping this holiday season even if oil price go up sony exec say,"Sony looks under the Christmas tree Americans will go gadget shopping this holiday season even if oil prices go up, Sony execs say."
Sci/Tech,Business,source sprint nextel closing in on 36b deal sprint corp is in advanced talk to buy nextel communication inc for more than 36 billion in a mostly stock deal source familiar with the situation said today,"Sources: Sprint, Nextel closing in on \$36B deal Sprint Corp. is in advanced talks to buy Nextel Communications Inc. for more than \$36 billion in a mostly stock deal, sources familiar with the situation said today."
World,Sports,india test-fires missile new delhi nov 26 india on friday test fired akash the indigenously developed surface-to-air missile from the integrated test range at chandipur-on-sea about 14km from balasore orissa,"India test-fires missile NEW DELHI, Nov 26: India on Friday test fired Akash, the indigenously developed surface-to-air missile from the Integrated Test Range at Chandipur-on-sea, about 14km from Balasore (Orissa)."
World,Business,relaxed pot possession bill return ottawa the long push to reform marijuana law took a big step forward yesterday a the federal government re-introduced legislation decriminalizing possession for personal use,Relaxed pot possession bill returns OTTAWA -- The long push to reform marijuana laws took a big step forward yesterday as the federal government re-introduced legislation decriminalizing possession for personal use.
World,Sports,u football patriot historic win new england win a record-tying 18th straight game plus an nfl round-up,US football: Patriots' historic win New England win a record-tying 18th straight game - plus an NFL round-up.
Sci/Tech,World,dare you fight the possessed tomato quirky stick-figure kingdom of loathing show continued promise of independent game-writing,"Dare you fight the possessed tomatoes? Quirky, stick-figure ""Kingdom of Loathing"" shows continued promise of independent game-writing."
Business,Sci/Tech,fcc mull airborne mobile phone use although there may have been technical limitation at the time the cell phone ban wa established according to idc 39 s shiv bakhshi it is unclear why the ban ha remained in place given that,"FCC Mulls Airborne Mobile Phone Use Although there may have been technical limitations at the time the cell phone ban was established, according to IDC #39;s Shiv Bakhshi, it is unclear why the ban has remained in place, given that "
Business,World,will high oil price lead to recession ap ap high oil price which have been a factor in virtually all u.s recession over the past three decade are surging again this year and the higher crude oil price climb the more risk energy cost pose to what until recently many expected to be a banner year for the u.s economy,"Will High Oil Prices Lead to Recession? (AP) AP - High oil prices, which have been a factor in virtually all U.S. recessions over the past three decades, are surging again this year. And the higher crude oil prices climb, the more risk energy costs pose to what, until recently, many expected to be a banner year for the U.S. economy."
Business,Sci/Tech,google put desktop search privacy up front google ha announced a new desktop search application that enables user to search their e-mail file web history and chat perhaps learning from previous mistake google say it ha designed the product quot from the ground up to respect user privacy,"Google puts desktop search privacy up front Google has announced a new desktop search application that enables users to search their e-mail, files, web history, and chats. Perhaps learning from previous mistakes, Google says it has designed the product  quot;from the ground up to respect user privacy."
Sci/Tech,Business,sony samsung swap patent sony corp and samsung electronics co ltd said tuesday that the two company have signed a patent cross-licensing agreement which excludes certain key technology,"Sony, Samsung Swap Patents Sony Corp. and Samsung Electronics Co. Ltd. said Tuesday that the two companies have signed a patent cross-licensing agreement, which excludes certain key technologies."
World,Sci/Tech,easygroup close to launching low-cost mobile phone service afp afp easygroup the holding company of no-frills british airline easyjet is close to striking a deal to launch a low-cost mobile telephone service in britain the financial time reported,"EasyGroup close to launching low-cost mobile phone service (AFP) AFP - EasyGroup, the holding company of no-frills British airline easyJet, is close to striking a deal to launch a low-cost mobile telephone service in Britain, the Financial Times reported."
Sci/Tech,Business,google acquires satellite mapping firm keyhole google acquires satellite mapping firm keyhole\\after a tip from andy beal i checked out keyhole satellite image mapping and local search tool and absolutely loved it basically with keyhole you get a satellite image of the world and can view street in the major city political hotspot and town mostly,"Google Acquires Satellite Mapping Firm Keyhole Google Acquires Satellite Mapping Firm Keyhole\\After a tip from Andy Beal, I checked out Keyhole Satellite Image mapping and local search tool and absolutely loved it. Basically, with Keyhole you get a satellite image of the world and can view streets in the major cities, political hotspots, and towns (mostly ..."
Business,Sci/Tech,jolly online shopper making cash register jingle online holiday shopper this year are making cash register jingle and meeting analyst 39 expectation a they spent 8.8 billion in november researcher said monday,"Jolly Online Shoppers Making Cash Registers Jingle Online holiday shoppers this year are making cash registers jingle and meeting analysts #39; expectations as they spent \$8.8 billion in November, researchers said Monday."
Sci/Tech,Business,tsmc freescale expect initial production of 65nm soi in 4q 2005 taiwan semiconductor manufacturing company tsmc and freescale semiconductor expect to begin initial production of a high-speed 65nm silicon-on-insulator soi process in the fourth quarter of 2005 with volume production pending on market demand,"TSMC, Freescale expect initial production of 65nm SOI in 4Q 2005 Taiwan Semiconductor Manufacturing Company (TSMC) and Freescale Semiconductor expect to begin initial production of a high-speed 65nm silicon-on-insulator (SOI) process in the fourth quarter of 2005, with volume production pending on market demand "
Sci/Tech,Business,opm delving deeper into employee 39 background which set hiring and employment standard for the government is reviewing it employee to ensure that they are suitable for job involving the quot public trust,OPM Delving Deeper Into Employees #39; Backgrounds which sets hiring and employment standards for the government -- is reviewing its employees to ensure that they are suitable for jobs involving the  quot;public trust.
World,Sports,unknown nesterenko make world headline reuters reuters belarus yuliya nesterenko won the top\women s athletics gold medal at the olympics on saturday triumphing over a field stripped of many big name because of\doping woe to win the 100 meter,"Unknown Nesterenko Makes World Headlines (Reuters) Reuters - Belarus' Yuliya Nesterenko won the top\women's athletics gold medal at the Olympics on Saturday,\triumphing over a field stripped of many big names because of\doping woes to win the 100 meters."
World,Business,bad weather blamed for indon crash bad weather wa the main cause of an accident which killed 26 people aboard an airplane whose spoiler did not work well indonesian investigator said today,"Bad weather blamed for Indon crash BAD weather was the main cause of an accident which killed 26 people aboard an airplane whose spoiler did not work well, Indonesian investigators said today."
World,Sci/Tech,say neighbor 39 weapon leave them vulnerable electrical engineering student roozbeh rahimi reflects a common sentiment among iranian when he express hope that this famous tourist city will gain fame soon for it nuclear technology,SAY NEIGHBORS #39; WEAPONS LEAVE THEM VULNERABLE Electrical engineering student Roozbeh Rahimi reflects a common sentiment among Iranians when he expresses hope that this famous tourist city will gain fame soon for its nuclear technology.
Sci/Tech,World,large gambian rat worry fla official ap ap the florida key already dealing with invasive exotics from melaleuca to iguana have added another to the list of unwanted newcomer the african gambian pouch rat,"Large Gambian Rats Worry Fla. Officials (AP) AP - The Florida Keys, already dealing with invasive exotics from melaleuca to iguanas, have added another to the list of unwanted newcomers: the African Gambian pouch rat."
Sci/Tech,Sports,new year new notebook for all t.c williams high school is handing out laptop to make sure student of all background have the latest equipment in an increasingly computerized world,"New Year, New Notebooks For All T.C. Williams High School is handing out laptops to make sure students of all backgrounds have the latest equipment in an increasingly computerized world."
Business,Sci/Tech,study 39 million american in working poor family washington a new report indicates that one in every five u job pay less than a poverty-level wage for a family of four a a result nearly 39 million american including 20 million child are member,"Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US jobs pays less than a poverty-level wage for a family of four. As a result, nearly 39 million Americans, including 20 million children, are members "
World,Sci/Tech,kerry to reverse stem cell policy u presidential candidate john kerry say he will make stem cell research a priority dropping george bush s policy,"Kerry to reverse stem cell policy US presidential candidate John Kerry says he will make stem cell research a priority, dropping George Bush's policy."
Sci/Tech,Sports,fable nascar 2005 chase for the cup fable come with a big reputation behind it it wa developed by peter molyneux creator of such involved engrossing game a populous and black and white,"Fable; Nascar 2005: Chase For The Cup Fable comes with a big reputation behind it -- it was developed by Peter Molyneux, creator of such involved, engrossing games as Populous and Black and White."
World,Sci/Tech,paris tourist search for key to da vinci code reuters reuters a funny thing happened on the way to the\mona lisa visitor to the louvre museum in paris home of the\world s most famous painting started quizzing tour guides\about dan brown s best-selling novel the da vinci code,"Paris Tourists Search for Key to 'Da Vinci Code' (Reuters) Reuters - A funny thing happened on the way to the\Mona Lisa. Visitors to the Louvre museum in Paris, home of the\world's most famous painting, started quizzing tour guides\about Dan Brown's best-selling novel ""The Da Vinci Code."""
Business,World,erdogan belief european council 39 s decision will be a milestone paris turkish pm recep tayyip erdogan expressed belief on thursday that the decision that the european council would make on december 17th on whether and when to open negotiation with turkey would be a milestone for not only turkey eu relation,Erdogan Believes European Council #39;s Decision Will Be A Milestone PARIS - Turkish PM Recep Tayyip Erdogan expressed belief on Thursday that the decision that the European Council would make on December 17th (on whether and when to open negotiations with Turkey) would be a milestone for not only Turkey-(EU) relations 
World,Sports,england humble sprinboks charlie hodgson score 27 point a england overwhelm the springbok at twickenham,England humble Sprinboks Charlie Hodgson scores 27 points as England overwhelm the Springboks at Twickenham.
Business,Sci/Tech,sony ibm toshiba give detail of cell chip reuters reuters ibm sony corp 6758.t and\toshiba corp 6502.t on monday revealed their plan for the\powerful new cell processor the three are jointly producing\to run next-generation computer game console and\televisions,"Sony, IBM, Toshiba Give Details of 'Cell' Chip (Reuters) Reuters - IBM , Sony Corp. (6758.T) and\Toshiba Corp. (6502.T) on Monday revealed their plans for the\powerful new ""Cell"" processor the three are jointly producing\to run next-generation computers, game consoles and\televisions."
Sci/Tech,World,103 arrest for internet fraud related crime since june u afp afp u authority arrested at least 103 suspect and filed 117 criminal complaint since june 1 in a crackdown on various form of online fraud attorney general john ashcroft said,"103 arrests for Internet fraud, related crimes since June: US (AFP) AFP - US authorities arrested at least 103 suspects and filed 117 criminal complaints since June 1 in a crackdown on various forms of online fraud, Attorney General John Ashcroft said."
Sci/Tech,Business,the kid stay in his home dressed in pj s with a live mike robert evans the fabled hollywood producer and man about town will be enjoying his latest gig a a satellite radio talk-show host from the comfort of his home,"The Kid Stays in His Home, Dressed in PJ's, With a Live Mike Robert Evans, the fabled Hollywood producer and man about town, will be enjoying his latest gig, as a satellite radio talk-show host, from the comfort of his home."
World,Sci/Tech,party allowed to contact absentee voter ap ap like fishing in a stocked pond instead of an ocean politician are trying to catch vote by targeting phone call and flier at voter who have already applied for absentee ballot,"Parties Allowed to Contact Absentee Voters (AP) AP - Like fishing in a stocked pond instead of an ocean, politicians are trying to catch votes by targeting phone calls and fliers at voters who have already applied for absentee ballots."
Sci/Tech,Business,gateway report smaller quarterly loss gateway inc reported a narrowed net loss in the first quarter a it continues to restructure it operation and integrate it acquisition of emachines still the personal computer and electronics company posted a tiny operating profit it first in nearly three year,"Gateway Reports Smaller Quarterly Loss Gateway Inc. reported a narrowed net loss in the first quarter as it continues to restructure its operations and integrate its acquisition of eMachines. Still, the personal computer and electronics company posted a tiny operating profit -- its first in nearly three years."
Business,Sci/Tech,study raise stent doubt heart patient aren 39 t more likely to live long term after getting the artery-opening tube called stent according to a study released yesterday by researcher at duke university,"Study raises stent doubts Heart patients aren #39;t more likely to live long term after getting the artery-opening tubes called stents, according to a study released yesterday by researchers at Duke University."
Business,Sci/Tech,infineon admits conspiracy in dram cartel giant memory company infineon will plead guilty to price fixing of dram chip and will pay 160 million in fine to the u government,Infineon admits conspiracy in DRAM cartel GIANT MEMORY company Infineon will plead guilty to price fixing of DRAM chips and will pay \$160 million in fines to the US government.
World,Sci/Tech,a better solution for israel the hysterical tone of daniel seidemann 39 s plea to the next u administration to save israel from itself serf no useful purpose op-ed aug 26,"A Better Solution for Israel The hysterical tone of Daniel Seidemann #39;s plea to the next US administration to save Israel from itself serves no useful purpose op-ed, Aug. 26."
Sports,Business,26/10/04 savabeel compared to dubai millennium the man who say he didn 39 t have a pair of shoe until he wa 12 is now fielding offer in the million for a horse he compare to the late dubai millennium the best in the world a few year ago,"26/10/04 Savabeel Compared To Dubai Millennium The man who says he didn #39;t have a pair of shoes until he was 12 is now fielding offers in the millions for a horse he compares to the late Dubai Millennium, the best in the world a few years ago."
Sci/Tech,Business,veritas keep reaching into it wallet by acquiring kvault which make e-mail-archiving software it aim to erode emc 39 s lead and rebuild investor 39 confidence,"Veritas Keeps Reaching into Its Wallet By acquiring KVault, which makes e-mail-archiving software, it aims to erode EMC #39;s lead and rebuild investors #39; confidence."
Sci/Tech,Business,shareholder approve aether changeover shareholder approved aether system inc s sale of one of it two remaining operating division wednesday a deal that will take the owings mill company out of the wireless business and nearly complete it transformation into a mortgage investment fund.\-the washington post,"Shareholders Approve Aether Changeover Shareholders approved Aether Systems Inc.'s sale of one of its two remaining operating divisions Wednesday, a deal that will take the Owings Mills company out of the wireless business and nearly complete its transformation into a mortgage investment fund.&lt;BR&gt;\&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
World,Sports,mich elephant get therapy for arthritis royal oak mich like any patient wanda need positive reinforcement to wrestle through her physical therapy,"Mich. Elephant Gets Therapy for Arthritis ROYAL OAK, Mich. - Like any patient, Wanda needs positive reinforcement to wrestle through her physical therapy..."
World,Sports,schrder adopts russian orphan three-year-old victoria from st petersburg ha been living at the schrders 39 family home in hanover in northern germany for several week,"Schrder adopts Russian orphan Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks. "
World,Sports,something positive in zanu pf believe it or not i still have personal friend who are ardent zanu pf supporter with whom i socialize now and then with one of them however our political difference were beginning to affect our personal relationship,"Something Positive in Zanu Pf BELIEVE it or not, I still have personal friends who are ardent Zanu PF supporters with whom I socialize now and then. With one of them however, our political differences were beginning to affect our personal relationship."
World,Sports,ken caminiti 1996 nl mvp dy at age 41 new york ken caminiti the 1996 national league mvp who later admitted using steroid during his major league career died sunday he wa 41,"Ken Caminiti, 1996 NL MVP, Dies at Age 41 NEW YORK - Ken Caminiti, the 1996 National League MVP who later admitted using steroids during his major league career, died Sunday. He was 41..."
Business,World,student pay more for beer than book british student spend about 1.8 billion on drink every year nearly three time a much a they cough up for book a survey released on monday showed,"Students Pay More for Beer Than Books British students spend about \$1.8 billion on drink every year, nearly three times as much as they cough up for books, a survey released on Monday showed."
Business,Sci/Tech,oracle chairman say can close gap with sap report oracle corp can close the gap with sap the world 39 s biggest software company after buying u rival peoplesoft oracle 39 s chairman jeff henley said in an interview published on wednesday,"Oracle chairman says can close gap with SAP - report Oracle Corp can close the gap with SAP, the world #39;s biggest software company, after buying US rival PeopleSoft, Oracle #39;s Chairman Jeff Henley said in an interview published on Wednesday."
Business,World,aisin finish deal for michigan land handy township a japanese auto supplier said thursday it completed the purchase of about 750 acre of michigan land for a proving ground,Aisin finishes deal for Michigan land HANDY TOWNSHIP -- A Japanese auto supplier said Thursday it completed the purchase of about 750 acres of Michigan land for a proving ground.
World,Sports,going ballistic agni-ii test fired new delhi india quest to develop a solid missile defence took a step forward today when it successfully test-fired the surface-to-surface agni-ii missile which can cover target in the 2000-2500 kms-range from the integrated test range itr at,"Going ballistic: Agni-II test fired NEW DELHI: Indias quest to develop a solid missile defence took a step forward today when it successfully test-fired the surface-to-surface Agni-II missile, which can cover targets in the 2000-2500 kms-range, from the Integrated Test Range (ITR) at "
Business,Sports,boxer begs bush to back bum bill member of california s congressional team make one last effort to look good for the tech industry back home,Boxer Begs Bush to Back Bum Bill Members of California's congressional team make one last effort to look good for the tech industry back home.
Sci/Tech,World,hawk evicted from new york city perch ap ap pale male the city hawk wa evicted from his nest and the flap ha already begun,"Hawks Evicted From New York City Perch (AP) AP - Pale Male the city hawk was evicted from his nest, and the flap has already begun."
Sci/Tech,World,aid warning over bushmeat trade meat from african wild animal being sold illegally in the uk is spreading a virus similar to hiv a leading scientist warns,"Aids warning over bushmeat trade Meat from African wild animals being sold illegally in the UK is spreading a virus similar to HIV, a leading scientist warns."
Sci/Tech,World,hawk evicted from new york city perch ap ap pale male the city hawk wa evicted from his nest and the flap ha already begun,"Hawks Evicted From New York City Perch (AP) AP - Pale Male the city hawk was evicted from his nest, and the flap has already begun."
Business,Sci/Tech,movie in a snap netflix and tivo discus downloads bee staff writer the high-tech ground is shifting underfoot again amid rumbling of a new silicon valley alliance that would let owner of tivo inc,"Movies in a snap: Netflix and TiVo discuss downloads Bee Staff Writer. The high-tech ground is shifting underfoot again, amid rumblings of a new Silicon Valley alliance that would let owners of TiVo Inc."
Business,Sci/Tech,oracle v peoplesoft the joke is on opinion i thought it wa a joke when oracle first announced that it wa going to try to buy peoplesoft or at best a spoiling tactic over peoplesoft 39 s acquisition of jd edward,"Oracle v. Peoplesoft: the joke is on... Opinion I thought it was a joke when Oracle first announced that it was going to try to buy PeopleSoft; or, at best, a spoiling tactic over PeopleSoft #39;s acquisition of JD Edwards."
Business,World,gm protest spread across europe ten of thousand of general motor worker across europe were set to stop working on tuesday in a sign of solidarity with their german colleague who face massive job cut,"GM Protests Spread Across Europe Tens of thousands of General Motors workers across Europe were set to stop working on Tuesday in a sign of solidarity with their German colleagues, who face massive job cuts."
Business,Sci/Tech,ibm sell pc stake to china s lenovo china s biggest computer maker lenovo group said today it ha acquired a majority stake in international business machine corp s personal computer business for 1.25 billion one of the biggest chinese overseas acquisition ever,"IBM sells PC stake to China's Lenovo China's biggest computer maker, Lenovo Group, said today it has acquired a majority stake in International Business Machines Corp.'s personal computer business for \$1.25 billion, one of the biggest Chinese overseas acquisitions ever."
Sci/Tech,Sports,how to take the perfect penalty a sport psychologist say how footballer should prepare themselves for the high-pressure penalty,How to take the perfect penalty A sports psychologist says how footballers should prepare themselves for the high-pressure penalties.
Business,Sci/Tech,webcrawler a9.com is cool now here something else thats off the mind there no more need to make mental or computer note while searching the internet,webcrawler: A9.com is cool NOW heres something else thats off the mind. Theres no more need to make mental or computer notes while searching the Internet.
Sci/Tech,World,old rumor of gay sex prove powerful on web va gop member chose del thelma drake norfolk to replace rep edward l schrock after he resigned amidst allegation schrock indulged in or solicited gay sex,Old Rumors of Gay Sex Prove Powerful on Web Va. GOP members chose Del. Thelma Drake (Norfolk) to replace Rep. Edward L. Schrock after he resigned amidst allegations Schrock indulged in or solicited gay sex.
World,Sports,u edge out brazil for gold the united state beat brazil 2-1 in extra time to win the woman s olympic football tournament,US edge out Brazil for gold The United States beat Brazil 2-1 in extra time to win the women's Olympic football tournament.
World,Sci/Tech,calif ok world s toughest smog rule los angeles california air regulator friday unanimously approved the world s most stringent rule to reduce auto emission that contribute to global warming a move that could affect car and truck buyer from coast to coast under the regulation the auto industry must cut exhaust from car and light truck by 25 percent and from larger truck and sport utility vehicle by 18 percent,"Calif. OKs World's Toughest Smog Rules LOS ANGELES - California air regulators Friday unanimously approved the world's most stringent rules to reduce auto emissions that contribute to global warming - a move that could affect car and truck buyers from coast to coast.    Under the regulations, the auto industry must cut exhaust from cars and light trucks by 25 percent and from larger trucks and sport utility vehicles by 18 percent..."
Business,Sci/Tech,facetime imlogic back live communication server 2005 hard on the heel of microsoft announcing that it 39 s taken live communication server 2005 gold instant messaging management software vendor imlogic and facetime on tuesday both touted their support for the communication product,"FaceTime, IMlogic Back Live Communications Server 2005 Hard on the heels of Microsoft announcing that it #39;s taken Live Communications Server 2005 gold, instant messaging management software vendors IMlogic and FaceTime on Tuesday both touted their support for the communication product."
World,Sci/Tech,holiday stamp to be issued in oct ap ap holiday postage stamp celebrating christmas hanukkah and kwanzaa will be issued next month the u.s postal service announced monday,"Holiday Stamps to Be Issued in Oct. (AP) AP - Holiday postage stamps celebrating Christmas, Hanukkah and Kwanzaa will be issued next month, the U.S. Postal Service announced Monday."
Sci/Tech,World,study wreck jump 3 day after terrorism fatal traffic accident increase sharply in israel on the third day after a terrorist attack and researcher are searching for an explanation why,"Study: Wrecks Jump 3 Days After Terrorism Fatal traffic accidents increase sharply in Israel on the third day after a terrorist attack, and researchers are searching for an explanation why."
Sci/Tech,Business,google founder selling off stock google founder selling off stock\\is this a sign that google stack is overpriced or doe it just mean that since there is so much interest in google and it share right now that the founder decided to sell off a big part of their holding with the search engine dow,Google Founders Selling Off Stock Google Founders Selling Off Stock\\Is this a sign that Google stack is overpriced? Or does it just mean that since there is so much interest in Google and its shares right now that the founders decided to sell off a big part of their holdings with the search engine. Dow ...
Sci/Tech,Business,"opportunity ring forbes.com forbes.com this past summer 25,000 consumer aged 18 to 24 received short text message on their cell phone alerting them to number on 225 million bottle cap of snapple iced tea pink lemonade and the like people holding a winning number announced by text message and traditional medium landed overseas trip and walk-on part on tv show","Opportunity Rings (Forbes.com) Forbes.com - This past summer 25,000 consumers, aged 18 to 24, received short text messages on their cell phones alerting them to numbers on 225 million bottle caps of Snapple iced tea, pink lemonade and the like. People holding a winning number, announced by text message and traditional media, landed overseas trips and walk-on parts on TV shows."
Business,Sci/Tech,will tellabs push it luck perhaps the optical network supplier should call off it merger with afc,Will Tellabs Push Its Luck? Perhaps the optical network supplier should call off its merger with AFC.
Business,Sci/Tech,fed kick off digital tv consumer campaign washington it 39 s one of the biggest technical change in television since color tv the digital transition and because many american remain in the dark about it federal regulator began an education campaign monday to enlighten them,"Feds kick off digital TV consumer campaign WASHINGTON - It #39;s one of the biggest technical changes in television since color TV: the digital transition. And because many Americans remain in the dark about it, federal regulators began an education campaign Monday to enlighten them."
Sci/Tech,World,soldier war blog detail life in iraq iraq war blog are a varied a the soldier who write them some site feature practical news war picture and advice some are overtly political with more slanting to the right than to the left some question the war some cheer it,"Soldiers' War Blogs Detail Life in Iraq Iraq war blogs are as varied as the soldiers who write them. Some sites feature practical news, war pictures and advice. Some are overtly political, with more slanting to the right than to the left. Some question the war, some cheer it."
Sci/Tech,Business,14 nation to participate in plan to reduce methane thirteen country agreed yesterday to join a global plan proposed by the bush administration to curb methane emission by capturing the greenhouse gas and using it a an energy source before it is released into the atmosphere,14 Nations to Participate in Plan to Reduce Methane Thirteen countries agreed yesterday to join a global plan proposed by the Bush administration to curb methane emissions by capturing the greenhouse gas and using it as an energy source before it is released into the atmosphere.
Business,Sci/Tech,microsoft to hire hundred in india microsoft on tuesday announced it decision to localise window and office software in 14 indian language over the next 12 month and that the company would hire 39 hundred 39 in india this year,Microsoft to hire hundreds in India Microsoft on Tuesday announced its decision to localise Windows and Office software in 14 Indian languages over the next 12 months and that the company would hire  #39;hundreds #39; in India this year.
Business,Sci/Tech,hg pick watkins a new chief executive human genome science inc plan to announce today that it ha hired a 20-year product development veteran from abbott laboratory inc a chief executive h thomas watkins 51 will face the challenge of completing the rockville company s makeover from gene hunter to drug marketer,"HGS Picks Watkins as New Chief Executive  Human Genome Sciences Inc. plans to announce today that it has hired a 20-year product development veteran from Abbott Laboratories Inc. as chief executive. H. Thomas Watkins, 51, will face the challenge of completing the Rockville company's makeover from gene hunter to drug marketer."
Business,Sci/Tech,study 39 million american in working poor family washington a new report indicates that one in every five u job pay less than a poverty-level wage for a family of four a a result nearly 39 million american including 20 million child are member,"Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US jobs pays less than a poverty-level wage for a family of four. As a result, nearly 39 million Americans, including 20 million children, are members "
Business,World,spread of gm grass raise fear of crossbreeding pollen from a genetically modified grass wa found 21 kilometre from where it wa planted scientist reported in a study published tuesday raising fear of transgenic crossbreeding,"Spread of GM grass raises fears of crossbreeding Pollen from a genetically modified grass was found 21 kilometres from where it was planted, scientists reported in a study published Tuesday, raising fears of transgenic crossbreeding."
